,units,n_back,dropout,vloss,sec_elaps
677,480,120,0.1,0.0006687723798677325,47
539,432,672,0.2,0.0006686890847049654,107
379,384,432,0.2,0.0006684922846034169,94
49,480,24,0.2,0.0006684343097731471,33
270,432,672,0.1,0.0006683547981083393,151
561,480,120,0.0,0.000668301887344569,45
229,48,48,0.2,0.0006681718514300883,25
96,12,576,0.2,0.000668063759803772,97
404,480,768,0.2,0.0006679026409983635,261
754,192,720,0.2,0.0006672225426882505,131
744,12,864,0.2,0.0006671811570413411,172
119,672,120,0.2,0.0006670656148344278,72
123,144,240,0.0,0.0006670592701993883,74
222,384,96,0.2,0.0006668754504062235,33
38,768,120,0.1,0.0006666191620752215,80
220,480,864,0.2,0.000666565727442503,278
502,192,120,0.2,0.0006661474471911788,34
202,720,624,0.2,0.0006659084465354681,290
615,24,624,0.2,0.0006656838813796639,97
101,336,144,0.1,0.0006653630407527089,52
436,240,624,0.2,0.0006646616966463625,142
624,96,768,0.0,0.0006645904504694045,113
730,336,864,0.0,0.0006645557004958391,175
122,576,144,0.0,0.0006644338718615472,87
262,336,624,0.1,0.0006644080276601017,121
604,24,768,0.2,0.000664367398712784,94
512,120,624,0.2,0.0006642863154411316,79
437,336,384,0.1,0.0006640703068114817,130
209,480,528,0.0,0.0006640612846240401,138
506,48,72,0.0,0.0006639512721449137,35
580,48,288,0.0,0.0006639458006247878,48
537,672,72,0.2,0.0006639260682277381,42
221,120,384,0.2,0.0006638722261413932,68
594,144,384,0.2,0.0006638020859099925,74
74,144,72,0.0,0.0006637913174927235,41
341,432,336,0.1,0.0006637513870373368,111
618,120,144,0.1,0.0006636297912336886,39
214,144,144,0.1,0.0006635523750446737,56
620,192,576,0.1,0.0006633062730543315,100
174,192,480,0.1,0.0006630909629166126,83
520,192,48,0.2,0.0006628177943639457,30
603,96,528,0.2,0.0006626935210078955,67
801,240,48,0.1,0.0006626065005548298,24
689,12,624,0.1,0.0006624829256907105,117
260,120,528,0.2,0.0006623627268709242,66
418,528,240,0.2,0.0006623614463023841,101
332,768,336,0.0,0.0006622994551435113,224
765,48,240,0.0,0.0006622493965551257,60
474,672,12,0.1,0.0006621446809731424,22
587,192,768,0.0,0.000662083039060235,226
344,192,624,0.2,0.0006620118510909379,105
793,528,288,0.2,0.0006617445033043623,97
698,480,672,0.1,0.0006614801823161542,184
597,432,48,0.1,0.0006612093420699239,57
466,528,144,0.1,0.0006610731361433864,88
